loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2431,2,Not Graduate,No,831076,378716,9,583,952804,507186,16042195,13790349,Rejected
2432,0,Not Graduate,No,1074044,222864,17,707,1567638,629389,5966436,10568883,Rejected
2433,3,Not Graduate,No,773626,121789,12,765,1231775,572639,34301820,14399388,Approved
2434,1,Graduate,No,875417,510624,11,810,1663158,791043,22288087,7105074,Rejected
2435,0,Not Graduate,No,935258,207029,12,843,1135563,622932,17535720,13389982,Approved
2436,4,Graduate,No,1115029,421667,15,840,470655,667873,28504397,14055788,Approved
2437,5,Graduate,Yes,581257,496403,12,736,1844757,759914,19093836,14421986,Approved
2438,5,Not Graduate,No,784105,296925,11,887,802269,428598,39469507,10186925,Rejected
2439,1,Not Graduate,No,289115,476538,7,752,1118880,736561,39733239,14485428,Rejected
2440,2,Graduate,No,381049,598120,15,638,1396034,508686,334362,2944988,Rejected
2441,4,Not Graduate,Yes,436937,526121,6,849,1535836,515513,19905478,6338783,Rejected
2442,2,Graduate,Yes,321144,304632,11,868,2686585,559327,37739229,977137,Rejected
2443,5,Not Graduate,Yes,280212,139928,16,587,1024180,151807,27929694,10737888,Approved
2444,4,Not Graduate,Yes,526563,428900,7,634,1966694,262822,5939381,2992722,Approved
2445,5,Not Graduate,No,609624,256491,10,828,507323,616571,20471417,14173735,Rejected
2446,0,Graduate,No,909856,343418,10,723,1834659,220405,23649262,13188900,Approved
2447,3,Graduate,No,291108,204041,6,567,2085740,234359,5536821,13989371,Rejected
2448,5,Graduate,Yes,471445,344271,8,573,2318164,582635,12010536,6252853,Approved
2449,5,Not Graduate,No,341079,363892,7,703,2270992,364723,37599374,7536987,Rejected
2450,5,Not Graduate,Yes,1023627,496168,7,879,1430271,448566,7257208,12443645,Approved
2451,2,Graduate,Yes,866004,423373,6,777,798583,202554,25010869,14208790,Approved
2452,4,Not Graduate,Yes,400274,221537,17,861,831132,596939,16346762,786672,Approved
2453,4,Graduate,Yes,538220,440024,12,679,1430613,789527,37607007,14664374,Rejected
2454,4,Not Graduate,No,738309,458489,11,840,2594407,799588,34399847,9353863,Approved
2455,3,Not Graduate,Yes,419587,354368,13,828,1556350,655714,26018383,6379872,Rejected
2456,0,Graduate,Yes,1124403,178505,19,571,1735246,305904,15163294,5240022,Approved
2457,4,Graduate,Yes,656854,441680,19,692,926103,457742,31289723,11676340,Rejected
2458,4,Graduate,Yes,287726,261289,14,634,2407795,142768,15686972,10706005,Rejected
2459,2,Graduate,Yes,1098935,520219,12,645,2328027,686734,31728358,11976001,Rejected
2460,2,Not Graduate,No,1074256,348074,15,852,615216,445185,20702638,10567571,Rejected
2461,1,Not Graduate,Yes,1103156,444047,7,734,2420014,307934,31548358,11601470,Rejected
2462,3,Not Graduate,No,822949,514746,18,851,2076451,76609,13013815,4717119,Rejected
2463,4,Not Graduate,No,857995,455007,11,749,1991352,676793,14160185,12029807,Approved
2464,5,Graduate,Yes,928011,320412,20,679,1887717,554831,33082166,12171997,Rejected
2465,4,Graduate,No,949026,579054,9,632,2283430,333192,33202999,14827589,Approved
2466,2,Graduate,Yes,894672,316849,8,571,1922660,773338,26034703,7314028,Approved
2467,2,Not Graduate,Yes,715690,224233,15,876,2159150,371170,16990241,5857954,Approved
2468,4,Graduate,Yes,316516,596896,9,693,2096630,154725,1144029,14649332,Rejected
2469,1,Not Graduate,Yes,723644,399766,13,550,2723872,234757,17986569,8902711,Rejected
2470,4,Not Graduate,No,1092560,170513,15,746,679355,319481,26063093,2235659,Approved
2471,5,Not Graduate,No,394962,384462,13,637,376905,346298,38288262,12188810,Approved
2472,4,Not Graduate,No,599067,560261,8,882,2153426,725133,38087696,14398966,Rejected
2473,2,Graduate,No,853033,377773,14,835,1950861,230190,29277877,13321281,Approved
2474,1,Graduate,Yes,351508,332946,17,624,779042,157024,24727094,2286670,Rejected
2475,1,Not Graduate,Yes,513119,248021,12,888,1035141,638832,17818839,12226347,Approved
2476,0,Not Graduate,No,981608,242053,10,740,2076845,179366,4781441,9231974,Rejected
2477,1,Graduate,Yes,627532,406454,11,770,2201712,600740,7185500,3139283,Approved
2478,2,Graduate,Yes,391513,179439,19,886,1763442,232389,17696738,14238905,Rejected
2479,2,Not Graduate,No,826729,352712,15,619,2553590,494535,11091597,3650645,Rejected
2480,1,Not Graduate,No,1108576,294340,18,867,952474,607559,21768141,11611058,Approved
2481,5,Graduate,Yes,979086,567584,9,859,2433651,418171,36892280,11235818,Approved
2482,1,Graduate,Yes,518736,471966,16,785,1465295,355829,10481059,12429088,Rejected
2483,4,Not Graduate,No,959499,507331,14,858,467280,698536,30710212,8828402,Rejected
2484,2,Not Graduate,Yes,324089,460238,12,666,2766192,697546,5415334,4866370,Approved
2485,0,Graduate,No,838176,326505,6,682,644268,418410,15488094,9404237,Rejected
2486,4,Graduate,Yes,412229,274880,17,817,2200475,225919,39923686,7272813,Rejected
2487,2,Graduate,Yes,1125232,146044,15,632,2308242,103805,17491025,5684051,Rejected
2488,1,Not Graduate,No,422523,511610,9,853,1624778,268534,26456741,12790475,Rejected
2489,2,Graduate,Yes,807870,436949,11,616,599318,521645,38702937,13002482,Approved
2490,1,Graduate,Yes,1118740,439494,15,555,1693152,753904,8185605,3597006,Rejected
2491,1,Not Graduate,Yes,795672,133939,15,828,2243653,308131,37242049,2683550,Approved
2492,3,Graduate,Yes,606870,364618,19,664,698855,444771,38589625,2496627,Approved
2493,4,Not Graduate,Yes,1048569,137242,11,553,2909526,200252,1806014,8837234,Approved
2494,0,Not Graduate,Yes,1022282,577971,15,729,1287266,542087,19871544,7495295,Approved
2495,5,Not Graduate,No,676865,463649,16,848,1561717,476732,310739,4079865,Approved
2496,4,Graduate,No,370926,136944,13,791,1807889,636638,10153665,14725671,Approved
2497,0,Graduate,Yes,877575,465987,20,877,409560,585926,9484102,9014822,Approved
2498,5,Graduate,No,859375,274525,12,652,597640,425466,12691071,1494651,Approved
2499,2,Not Graduate,Yes,1028334,290572,15,803,710859,736587,6520727,4911602,Rejected
2500,2,Graduate,Yes,405390,395489,13,845,406539,415780,28810496,4427206,Rejected
2501,3,Not Graduate,Yes,996240,459852,13,608,351279,728370,2539769,14540516,Rejected
2502,0,Graduate,Yes,1064648,250850,14,781,1704279,736690,10775404,13420241,Rejected
2503,2,Not Graduate,No,1184864,237764,14,657,882182,171553,17551643,3118775,Approved
2504,4,Graduate,No,645245,369993,12,804,2127152,342675,2558039,3054312,Approved
2505,1,Not Graduate,Yes,839380,530242,12,726,2897721,527167,38963242,14725816,Approved
2506,2,Graduate,Yes,952933,502459,19,896,2028187,527933,23665004,567810,Approved
2507,3,Not Graduate,Yes,624364,232596,10,795,2350571,318788,25733925,9432652,Rejected
2508,1,Graduate,Yes,602659,567453,12,553,1522830,151567,14687264,12839945,Approved
2509,4,Not Graduate,No,1036943,303061,20,666,886691,112317,23412758,5256556,Rejected
2510,3,Graduate,Yes,756411,349632,10,691,2953976,697153,30020593,410518,Approved
2511,3,Graduate,Yes,267990,212461,17,706,367757,706301,2457952,1658589,Approved
2512,2,Graduate,Yes,236415,401601,16,661,1013543,526886,14545979,3682804,Rejected
2513,5,Graduate,Yes,782134,177350,15,816,2588352,535533,2335609,5548821,Approved
2514,5,Not Graduate,Yes,262339,172477,12,836,2755858,366086,8506410,14547342,Approved
2515,4,Graduate,Yes,501020,239658,11,743,681002,670875,25157163,10994294,Approved
2516,1,Graduate,Yes,230479,219174,13,850,1736740,81222,23836054,8077557,Approved
2517,0,Not Graduate,No,968495,193706,6,863,1764041,156825,20522814,2453937,Approved
2518,2,Not Graduate,Yes,1058394,571208,17,699,1190100,435758,25412267,10683298,Rejected
2519,0,Graduate,No,474032,587527,11,555,1964469,362306,9336261,8691707,Approved
2520,1,Graduate,Yes,402849,529480,7,657,2700471,193766,14921305,14153161,Approved
2521,2,Graduate,Yes,950053,500325,17,845,887325,112768,11521376,14543526,Rejected
2522,2,Not Graduate,No,1131194,496013,11,811,2180358,456035,24435142,10617476,Approved
2523,3,Graduate,No,830955,467086,11,591,2511615,642283,34185497,2750613,Rejected
2524,1,Graduate,No,637623,150264,12,670,647704,155461,20183738,14408031,Rejected
2525,2,Graduate,Yes,704106,453859,14,665,328415,642576,29045173,6530532,Rejected
2526,0,Graduate,No,733442,124843,8,666,1817305,200306,18258354,4558882,Approved
2527,5,Graduate,Yes,938038,359637,8,772,2588044,305339,10363767,8914265,Rejected
2528,2,Not Graduate,No,337003,151461,16,583,1287545,513823,35483444,2228515,Rejected
2529,4,Graduate,No,573857,390607,12,584,1754501,686462,8858822,11210830,Approved
2530,3,Not Graduate,No,386312,148883,9,856,334695,616540,18319077,2726058,Rejected
2531,2,Graduate,Yes,707492,405090,12,643,2253045,369046,25068831,583708,Rejected
2532,2,Not Graduate,No,260254,157708,7,672,2303659,761092,5701516,12768725,Rejected
2533,1,Not Graduate,No,766132,483112,13,681,1840213,76835,24231477,1766036,Rejected
2534,5,Not Graduate,No,404563,589226,10,676,762853,617616,17276894,10457584,Approved
2535,3,Not Graduate,No,281508,311415,17,557,1738978,390424,5338568,12083301,Approved
2536,0,Graduate,Yes,480284,493472,19,570,710637,793064,33561382,1748263,Rejected
2537,4,Graduate,Yes,863204,504645,15,888,2841822,491285,2479547,2065131,Approved
2538,4,Graduate,Yes,865869,424449,6,612,581154,537914,32281826,9926756,Approved
2539,0,Not Graduate,No,1080704,498413,11,636,1634934,159743,5919623,11378943,Approved
2540,2,Not Graduate,No,530399,567956,12,681,1873644,447181,26216988,2604171,Rejected
2541,4,Graduate,No,852527,436729,10,582,1641348,497645,5931922,4682468,Rejected
2542,4,Not Graduate,No,471030,534364,15,614,1646175,192290,11894867,11109483,Approved
2543,5,Graduate,Yes,912757,582643,6,635,457113,756231,24778496,6373126,Approved
2544,5,Graduate,No,1179220,187910,20,576,666909,656091,36559696,7148321,Approved
2545,4,Not Graduate,Yes,968332,229394,19,800,2419666,434466,33784260,13060611,Approved
2546,2,Graduate,No,774227,226904,14,771,1403890,645478,14385309,3279142,Approved
2547,4,Not Graduate,Yes,949445,558425,7,831,510195,288984,24659759,660668,Approved
2548,4,Not Graduate,Yes,216447,510236,9,843,307768,669534,6961580,12768949,Approved
2549,3,Not Graduate,No,630533,460064,15,721,1263456,538948,3544236,7084744,Approved
2550,2,Graduate,No,1142918,142477,14,870,458221,779497,19767005,5858508,Approved
2551,4,Not Graduate,Yes,1024906,252002,11,579,2448899,336469,26708095,2836728,Approved
2552,3,Not Graduate,No,623271,548661,11,778,367335,470313,36910573,2743585,Approved
2553,1,Graduate,Yes,445614,202853,14,634,304345,486936,3652133,5492239,Approved
2554,4,Graduate,Yes,271257,471010,13,726,2203587,129973,7392106,2050099,Rejected
2555,1,Graduate,No,806168,113034,15,802,1699622,192416,3911224,1650365,Rejected
2556,5,Not Graduate,Yes,295860,132408,19,637,1285430,626831,16744596,1934818,Rejected
2557,0,Graduate,Yes,411628,413972,10,801,1783681,622174,29594760,3234361,Approved
2558,0,Not Graduate,Yes,503761,265902,18,858,784094,555826,24537473,8702226,Approved
2559,1,Graduate,Yes,601263,516577,11,643,2976926,723643,28175676,8229626,Approved
2560,1,Graduate,Yes,293213,334122,15,560,1800574,571274,38728773,5517693,Rejected
2561,0,Not Graduate,No,427476,297084,16,691,1992033,203465,4907993,8369452,Approved
2562,2,Graduate,No,463392,277201,14,772,2105942,545247,16285269,12284481,Approved
2563,3,Not Graduate,No,243094,414145,7,563,2368506,615646,35671258,12579181,Rejected
2564,1,Graduate,No,1106545,423300,20,580,1070739,270392,36804492,10359213,Approved
2565,1,Not Graduate,Yes,373379,234433,14,703,2368060,489520,2441326,10343333,Approved
2566,1,Graduate,No,754995,324120,11,623,2109750,293094,25456505,12731502,Approved
2567,2,Not Graduate,No,905248,403777,20,857,2588630,196332,22525071,11953876,Rejected
2568,1,Not Graduate,No,589158,174536,11,695,2606956,57166,17924835,5321546,Approved
2569,2,Not Graduate,No,212243,470134,6,611,683893,519652,36617708,12941541,Approved
2570,1,Graduate,No,553427,180389,16,612,394802,167069,25666191,8449849,Rejected
2571,5,Graduate,No,223716,281589,6,885,2842763,202943,11543387,14739442,Approved
2572,0,Graduate,No,583296,273532,19,592,2007722,255697,30985640,2818797,Rejected
2573,4,Not Graduate,No,490212,332974,8,735,2709423,382706,26193819,12491877,Rejected
2574,1,Graduate,No,653810,533033,11,703,1244960,262995,1480107,2671569,Rejected
2575,0,Not Graduate,No,316695,282656,10,866,649901,193089,5103387,11792331,Approved
2576,4,Graduate,Yes,795366,197386,11,586,1394488,521166,38664264,10702256,Rejected
2577,4,Graduate,No,1016079,107921,7,654,1080442,628690,32919885,12346835,Approved
2578,0,Graduate,Yes,263806,586067,15,769,2289922,243253,34775838,3585341,Approved
2579,4,Not Graduate,Yes,682815,346472,20,709,1773694,557131,3653599,4202816,Rejected
2580,5,Graduate,Yes,585690,294837,17,751,993251,158042,13417500,9818644,Approved
2581,3,Graduate,No,1011174,101164,6,762,452286,643177,15793710,14628087,Approved
2582,1,Not Graduate,Yes,265357,514893,20,847,1658852,187018,39981373,11075152,Rejected
2583,4,Not Graduate,Yes,914189,217040,15,765,2318910,79833,18606372,8531838,Rejected
2584,2,Graduate,No,505900,351139,11,579,2610000,307316,29977898,2290747,Approved
2585,5,Not Graduate,No,324572,101536,16,817,1534028,512665,847922,4916831,Rejected
2586,1,Not Graduate,Yes,1075513,567421,19,854,2548989,77997,8063363,10982682,Rejected
2587,4,Graduate,Yes,1075483,210652,9,615,603819,734374,24622340,6198223,Approved
2588,0,Not Graduate,No,878376,135727,10,771,2175539,55625,34647322,1392270,Rejected
2589,0,Graduate,No,787733,203174,7,829,1040343,488448,29093571,9218709,Approved
2590,1,Graduate,Yes,273062,379079,15,723,2485202,602986,4691664,9715318,Rejected
2591,4,Not Graduate,Yes,1107614,132427,9,800,2708097,533897,13332598,1884143,Approved
2592,5,Not Graduate,No,498527,397851,13,568,584796,777443,799064,11628148,Approved
2593,3,Not Graduate,Yes,766739,523923,6,572,575270,531765,6626323,11820246,Approved
2594,0,Not Graduate,No,706728,412241,15,717,382766,259066,26902199,11436590,Rejected
2595,4,Not Graduate,Yes,293090,171213,11,569,2391757,559247,6847608,9146399,Rejected
2596,5,Graduate,Yes,640038,590647,20,791,2228606,685636,17611771,10877420,Approved
2597,4,Not Graduate,No,345841,523600,12,575,1777449,59475,27344368,2222564,Approved
2598,2,Graduate,Yes,1132135,141791,6,694,1178290,401745,13654596,2553162,Rejected
2599,5,Not Graduate,Yes,395276,170440,12,725,1641594,174323,19921136,14122595,Rejected
2600,1,Graduate,No,236389,278692,17,898,2238733,162127,34280829,3724015,Approved
2601,5,Graduate,No,899520,562870,15,880,1952478,211258,22087098,12338305,Approved
2602,2,Not Graduate,Yes,761262,172442,20,877,1049420,746507,2296877,793944,Approved
2603,2,Graduate,Yes,376767,373916,19,762,2041417,596817,11874281,6294020,Approved
2604,4,Not Graduate,Yes,664098,547475,16,656,1003224,559764,5054072,12629417,Approved
2605,3,Not Graduate,Yes,1058556,432487,8,578,2799711,546639,22365500,9157508,Rejected
2606,3,Not Graduate,Yes,798211,539978,14,824,1174308,557929,4629890,11479746,Rejected
2607,5,Graduate,Yes,1170826,249443,11,841,1666493,197864,7789690,10893746,Rejected
2608,2,Not Graduate,No,367445,256207,18,717,2345607,303796,23654514,14707775,Rejected
2609,4,Not Graduate,Yes,1121388,243259,7,773,1945330,53936,16419541,4719322,Rejected
2610,5,Not Graduate,No,1031482,573172,9,616,509886,643553,15954023,4547795,Approved
2611,5,Graduate,Yes,379326,269170,8,616,499145,463570,33037448,2206151,Rejected
2612,0,Not Graduate,No,1001907,316270,15,826,504081,160847,14371970,6813302,Approved
2613,5,Graduate,Yes,781137,273713,12,887,609925,653890,15152624,3546042,Rejected
2614,1,Graduate,Yes,958953,335673,13,666,1013525,117285,20173014,14920502,Approved
2615,5,Not Graduate,No,740879,553547,10,852,313919,706925,25613468,1443896,Approved
2616,3,Not Graduate,Yes,1073758,468773,20,718,1977869,627014,8102587,4024168,Approved
2617,0,Not Graduate,Yes,342248,577308,16,585,1856511,299123,8124764,11532805,Approved
2618,4,Not Graduate,Yes,458062,326309,12,778,2452125,113815,37103162,2971883,Rejected
2619,0,Not Graduate,Yes,245375,314631,18,748,2084641,318691,31667957,8882346,Rejected
2620,5,Not Graduate,No,464047,497285,17,672,1410438,262649,3452226,10539353,Approved
2621,5,Graduate,Yes,908884,578308,8,624,519530,343723,29484465,1197143,Rejected
2622,3,Not Graduate,Yes,329850,250421,19,717,762889,745338,29528626,11922770,Rejected
2623,2,Graduate,Yes,412347,297778,11,809,1936820,715224,15287894,13061133,Rejected
2624,1,Not Graduate,Yes,601295,438971,16,837,2102928,749879,35648398,208035,Rejected
2625,0,Graduate,Yes,756310,302607,11,863,2544048,502347,19886642,9910859,Rejected
2626,3,Not Graduate,No,533045,390429,8,668,1881963,200895,2180155,3953834,Rejected
2627,3,Not Graduate,No,1039538,533065,10,869,1109829,602994,8714825,8589369,Approved
2628,0,Graduate,No,1036416,562711,19,871,557070,123975,19052898,5371888,Approved
2629,4,Not Graduate,Yes,669307,166862,6,818,2330273,57472,32917332,11076500,Rejected
2630,5,Graduate,No,955730,540801,18,626,1540131,486007,31156623,1594578,Rejected
2631,0,Not Graduate,Yes,1077592,467032,19,856,821999,247218,3489341,8416094,Approved
2632,0,Not Graduate,No,1084270,337804,8,574,2180803,677662,11128606,2721385,Rejected
2633,2,Graduate,Yes,558465,181854,16,779,2198035,459538,4831010,618083,Approved
2634,3,Not Graduate,No,1040989,599228,19,696,2204326,166559,11843959,6880724,Approved
2635,1,Graduate,Yes,837195,358120,11,626,1382136,193225,19523651,12047090,Approved
2636,2,Graduate,No,768803,262415,9,610,2690236,361239,34955691,2219584,Approved
2637,0,Not Graduate,Yes,1183014,130919,12,835,2199004,387472,33519983,13513483,Approved
2638,3,Graduate,Yes,259762,266279,16,710,531193,72128,31190452,3418581,Rejected
2639,3,Not Graduate,No,948535,301648,10,649,1488908,692041,20015631,9557926,Approved
2640,1,Not Graduate,Yes,1039244,372641,13,682,2867895,383324,10944032,1727416,Rejected
2641,1,Not Graduate,Yes,423145,478142,6,837,1782646,77007,6027942,643617,Approved
2642,0,Not Graduate,No,1198223,147790,6,847,1170847,258819,19938490,7805849,Rejected
2643,4,Graduate,Yes,1002136,483923,17,853,1252557,687145,32074776,61271,Rejected
2644,0,Not Graduate,No,1162411,340655,6,615,1702173,601455,35715197,10811724,Rejected
2645,3,Not Graduate,Yes,1136930,130675,17,742,2914757,354903,30871572,1472317,Rejected
2646,5,Graduate,Yes,211960,517188,20,900,396071,743382,16517095,7736903,Approved
2647,3,Graduate,Yes,406107,305261,6,797,927779,493696,35647893,1478218,Approved
2648,2,Graduate,No,803007,406164,7,627,1227238,713273,12047118,4133454,Approved
2649,1,Graduate,Yes,371292,256828,9,608,2164820,571220,6833962,4761997,Rejected
2650,5,Graduate,No,415280,487414,14,771,2461242,339326,9250688,5556182,Rejected
2651,5,Not Graduate,Yes,987430,249215,7,696,935321,344185,38928345,2281060,Approved
2652,1,Graduate,Yes,538413,470540,6,581,640126,363640,37027948,3249238,Rejected
2653,2,Not Graduate,No,831869,552132,11,592,1803240,764288,28654478,3000952,Approved
2654,3,Graduate,Yes,966504,444726,19,688,2092619,230727,31888917,14852081,Rejected
2655,5,Graduate,Yes,516882,402965,16,567,2319566,650909,10892212,3634848,Approved
2656,4,Graduate,Yes,588314,257017,6,851,1092409,424514,12059320,7664211,Approved
2657,5,Graduate,Yes,449884,187163,10,685,1299204,411498,4154141,3674658,Approved
2658,2,Graduate,Yes,988310,270840,17,900,1711151,596490,13309324,5818019,Rejected
2659,0,Graduate,Yes,340008,582772,12,884,1620298,394030,25327767,9483687,Rejected
2660,1,Not Graduate,No,383863,345143,18,839,825302,680301,22355496,6027722,Approved
2661,1,Not Graduate,Yes,901993,275423,17,783,667195,106827,13342992,4421765,Rejected
2662,0,Graduate,No,1072213,468063,16,675,2312140,301166,26149027,14695281,Approved
2663,0,Not Graduate,Yes,481927,237906,20,812,1140727,364065,2001029,3911800,Approved
2664,1,Not Graduate,Yes,943285,549398,18,736,1218876,527036,31987009,5586365,Rejected
2665,4,Graduate,No,342943,505252,14,786,1697557,521288,16029726,656858,Approved
2666,2,Graduate,Yes,417601,508596,9,781,392045,577576,14763593,10853919,Approved
2667,3,Not Graduate,Yes,537247,308476,18,786,2607262,337648,23571166,7861847,Rejected
2668,4,Not Graduate,Yes,263131,545202,14,606,2451843,503872,20446293,4338226,Rejected
2669,0,Not Graduate,Yes,277354,330153,14,693,2573639,630954,14665481,7601525,Approved
2670,4,Graduate,Yes,1034976,592287,6,663,1215119,310561,5709695,2779632,Approved
2671,1,Graduate,No,312192,502984,20,723,1981173,247332,25133893,6743110,Rejected
2672,2,Graduate,No,586686,385823,7,678,993505,279524,13468775,7149078,Rejected
2673,3,Not Graduate,Yes,706453,234980,12,847,846077,151512,16414453,6838494,Approved
2674,4,Not Graduate,Yes,228821,226130,13,683,2298350,320991,11555599,2546493,Rejected
2675,4,Not Graduate,No,936547,545096,6,723,639521,473259,31712501,6348052,Approved
2676,5,Not Graduate,No,421635,417994,8,672,1157930,275783,5616011,6191363,Approved
2677,2,Not Graduate,Yes,1134622,345220,16,586,410784,242546,10451728,13907126,Approved
2678,2,Graduate,Yes,350909,422193,9,595,592520,747882,1875767,10836197,Rejected
2679,2,Graduate,No,821815,351445,13,618,320199,548457,27876926,12742491,Rejected
2680,0,Graduate,Yes,763271,457920,8,667,2037819,246697,26327209,14082396,Approved
2681,1,Graduate,No,1038177,117954,16,578,2508107,553902,18853304,444579,Rejected
2682,5,Graduate,Yes,354963,590511,8,823,1701061,487549,14534632,2072576,Approved
2683,4,Graduate,Yes,861869,387222,11,705,2952846,346943,19031284,40517,Rejected
2684,0,Graduate,No,1141777,534687,12,862,1187894,222026,20613033,6497100,Rejected
2685,0,Not Graduate,No,546557,153104,12,654,2713720,629653,6692128,6829811,Approved
2686,3,Graduate,Yes,1143573,554179,6,804,1141442,88160,1559513,1508015,Rejected
2687,5,Not Graduate,Yes,320837,532782,18,561,737983,614790,29616876,6178554,Approved
2688,3,Graduate,Yes,464008,548831,6,649,2931267,144635,5934568,639754,Approved
2689,4,Graduate,Yes,534386,186013,16,556,459991,325768,10423666,1013731,Rejected
2690,4,Graduate,Yes,589030,456489,16,817,646093,191519,33500618,6468262,Approved
2691,4,Not Graduate,No,684320,320507,10,588,2293234,189081,7838985,12675359,Approved
2692,3,Graduate,No,340907,104294,12,689,2218027,402354,38990533,8976758,Rejected
2693,3,Not Graduate,No,284200,288305,15,706,623350,588926,3987368,12396247,Approved
2694,5,Not Graduate,No,1111005,403117,18,552,2907110,219448,1219956,9084604,Approved
2695,5,Graduate,Yes,253761,321241,8,795,1549091,590986,34505287,7237796,Rejected
2696,1,Graduate,No,530547,311901,17,678,2664876,289624,3544043,2179194,Approved
2697,5,Graduate,Yes,288942,154040,13,788,304267,51558,29126611,11930292,Rejected
2698,2,Not Graduate,Yes,974673,561934,16,599,868108,284988,8846534,12159424,Rejected
2699,4,Not Graduate,No,886056,151623,15,615,2701749,270462,37066515,5985643,Rejected
2700,4,Not Graduate,Yes,1061719,247378,17,697,1334519,386699,16326355,1548671,Rejected
2701,1,Not Graduate,No,475445,140589,14,818,322179,507129,25151638,10884156,Approved
2702,4,Graduate,No,686840,109925,11,837,958723,346798,2930014,9668145,Approved
2703,5,Graduate,Yes,867983,458866,17,629,1948143,274225,13480958,14357519,Approved
2704,1,Not Graduate,Yes,1050886,138178,17,807,685342,172613,33429989,3900527,Rejected
2705,0,Graduate,No,420736,561568,7,745,973665,95176,14484316,5308710,Rejected
2706,4,Not Graduate,Yes,890059,518380,15,876,2658289,69027,19432394,9176079,Rejected
2707,5,Graduate,Yes,1030993,119478,7,805,1477516,585233,9399067,14657290,Rejected
2708,0,Not Graduate,No,1021315,152937,7,697,753206,415285,8740216,8451995,Rejected
2709,4,Graduate,No,1001646,583415,10,584,1249317,547637,31213050,12371701,Approved
2710,2,Not Graduate,Yes,1141078,577631,15,677,1324270,568557,21541248,7754309,Rejected
2711,1,Not Graduate,No,424716,178198,8,757,2326751,469483,24080778,911908,Rejected
2712,5,Not Graduate,Yes,991934,505001,6,566,2992797,420533,7482684,2800681,Approved
2713,0,Graduate,No,828175,186198,7,732,2078558,548597,2568903,1027954,Rejected
2714,1,Graduate,No,596423,162120,8,615,457193,129343,25117940,12184905,Approved
2715,1,Not Graduate,Yes,510450,412561,9,665,318168,92434,38891380,11022919,Approved
2716,1,Not Graduate,Yes,483165,227547,16,580,700431,479310,1538059,6074332,Approved
2717,2,Not Graduate,No,830651,580899,13,699,2868832,95212,15088005,13457497,Approved
2718,4,Graduate,Yes,1088963,161737,17,821,1570720,434485,25991453,9937955,Rejected
2719,2,Graduate,No,758236,381580,19,774,2168256,249766,11959121,1155959,Rejected
2720,0,Graduate,Yes,880451,376859,12,691,1922355,527116,9353082,13186273,Rejected
2721,2,Graduate,No,533076,362710,8,609,2694196,62457,8655276,10159972,Rejected
2722,1,Not Graduate,No,551128,390277,7,837,1387470,324263,19126685,5061049,Rejected
2723,0,Graduate,No,258778,123485,6,697,796052,664928,12893143,10767137,Approved
2724,5,Graduate,Yes,304347,453338,16,799,877689,599557,7679402,6637642,Approved
2725,5,Graduate,Yes,862160,281330,8,727,2526065,267677,13916574,3476396,Rejected
2726,2,Graduate,No,871670,144860,15,695,2628449,373418,13609433,11412275,Rejected
2727,0,Graduate,No,839784,554317,19,680,2169362,560239,16117725,9226274,Rejected
2728,5,Graduate,Yes,951895,465131,11,879,1490926,750510,28769723,11847303,Approved
2729,5,Not Graduate,No,699669,280959,17,801,2622415,731206,18721645,14976664,Approved
2730,3,Graduate,Yes,455190,448046,8,793,1287720,667529,15556545,9663751,Rejected
2731,3,Not Graduate,Yes,642421,500664,11,779,1476446,486025,15163799,8312389,Approved
2732,4,Not Graduate,Yes,564703,500341,16,779,1886534,648956,13966062,8376006,Rejected
2733,5,Not Graduate,No,281933,136274,13,770,2766553,581765,27734581,1148530,Rejected
2734,4,Not Graduate,No,452269,389001,18,801,2263421,211953,555946,8898915,Rejected
2735,4,Not Graduate,Yes,207525,288972,8,894,2347966,732287,30655977,852048,Rejected
2736,5,Graduate,No,677622,531795,14,820,1447876,392403,36829866,4551264,Approved
2737,1,Graduate,No,569346,186003,11,745,2933632,205787,31191390,12595320,Rejected
2738,5,Graduate,No,790993,585762,13,758,2431684,480875,17249094,5945018,Rejected
2739,2,Not Graduate,No,724756,390187,8,732,1597594,417857,31242983,2464117,Approved
2740,2,Graduate,Yes,1039247,390655,14,597,2115034,717130,31570992,14131532,Approved
2741,0,Not Graduate,No,752420,126928,17,805,1803757,660112,7014522,2825064,Approved
2742,5,Graduate,No,1184678,276116,10,865,1739839,799816,2084692,9653224,Approved
2743,4,Graduate,Yes,586973,291817,17,587,1952105,551801,2402555,10820230,Rejected
2744,3,Graduate,No,784744,286960,8,764,2261415,307176,20897400,13652154,Rejected
2745,3,Graduate,Yes,493478,215739,15,784,1590207,210987,5129746,13310761,Rejected
2746,5,Not Graduate,Yes,414378,173396,16,621,1400300,251463,24991984,6153036,Rejected
2747,2,Not Graduate,Yes,938082,303361,11,552,569303,708151,26712126,12339217,Approved
2748,3,Not Graduate,Yes,370106,421744,15,771,964239,457115,14478150,8297826,Approved
2749,2,Not Graduate,No,1086979,471771,14,569,942763,679093,11381693,12565667,Rejected
2750,4,Not Graduate,Yes,510654,491702,7,654,2930638,438378,22102648,7965656,Rejected
